project,genome,file_accession,type,output_type,replicates,pipe
ENCSR269MEF,GRCh38,ENCFF519GLX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR269MEF,GRCh38,ENCFF357CIB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR532EMP,GRCh38,ENCFF004YCK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR532EMP,GRCh38,ENCFF395AGL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR532EMP,GRCh38,ENCFF109ET,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR532EMP,GRCh38,ENCFF865OKF,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR344SBD,GRCh38,ENCFF453NPX,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4
ENCSR344SBD,GRCh38,ENCFF879EMK,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR344SBD,GRCh38,ENCFF118MKY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR344SBD,GRCh38,ENCFF709S,bed narrowPeak,optimal IDR thresholded peaks,"2, 3",ENCODE3
ENCSR087HFN,GRCh38,ENCFF854DN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR087HFN,GRCh38,ENCFF686CYV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR087HFN,GRCh38,ENCFF812DEF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR050KWL,GRCh38,ENCFF904LYG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR050KWL,GRCh38,ENCFF651PTH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR050KWL,GRCh38,ENCFF680BKF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR211LTF,GRCh38,ENCFF476VQI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR211LTF,GRCh38,ENCFF108MQY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR211LTF,GRCh38,ENCFF683MUN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR211LTF,GRCh38,ENCFF375RDB,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR757HBB,GRCh38,ENCFF779CUH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR757HBB,GRCh38,ENCFF319CEQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR757HBB,GRCh38,ENCFF737MUN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR141PZA,GRCh38,ENCFF608JPL,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR141PZA,GRCh38,ENCFF663PC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR141PZA,GRCh38,ENCFF653BRV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR141PZA,GRCh38,ENCFF761HFY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR231PDA,GRCh38,ENCFF873VFI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR231PDA,GRCh38,ENCFF408OUE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR231PDA,GRCh38,ENCFF042ILW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR909GJR,GRCh38,ENCFF372DFI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR909GJR,GRCh38,ENCFF475XUG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR909GJR,GRCh38,ENCFF178JV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR909GJR,GRCh38,ENCFF985DMC,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR869JZW,GRCh38,ENCFF385DP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR869JZW,GRCh38,ENCFF831TSW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR869JZW,GRCh38,ENCFF720GYF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR577KQD,GRCh38,ENCFF878SVX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR577KQD,GRCh38,ENCFF779EUC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR577KQD,GRCh38,ENCFF295EPG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR238QRG,GRCh38,ENCFF076WTT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR238QRG,GRCh38,ENCFF416IHT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR238QRG,GRCh38,ENCFF608PJY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR238QRG,GRCh38,ENCFF887DUY,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR605YWG,GRCh38,ENCFF634YFK,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4
ENCSR605YWG,GRCh38,ENCFF467GIM,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR605YWG,GRCh38,ENCFF473XAL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR605YWG,GRCh38,ENCFF654KV,bed narrowPeak,optimal IDR thresholded peaks,"2, 3",ENCODE3
ENCSR110BYN,GRCh38,ENCFF237AST,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR110BYN,GRCh38,ENCFF446PAE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR110BYN,GRCh38,ENCFF374GWX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR934JDG,GRCh38,ENCFF025SMR,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR934JDG,GRCh38,ENCFF622TWI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR934JDG,GRCh38,ENCFF207TMU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR934JDG,GRCh38,ENCFF973EYQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR125RFR,GRCh38,ENCFF863ZFH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR125RFR,GRCh38,ENCFF549ZNP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR125RFR,GRCh38,ENCFF814ZYV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR710WLO,GRCh38,ENCFF524ZER,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR710WLO,GRCh38,ENCFF690MDR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR710WLO,GRCh38,ENCFF180RZF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR710WLO,GRCh38,ENCFF525MPI,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR765MKZ,GRCh38,ENCFF815SBJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR765MKZ,GRCh38,ENCFF652QM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR765MKZ,GRCh38,ENCFF939HNS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR765MKZ,GRCh38,ENCFF052EOE,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR950NAZ,GRCh38,ENCFF413PEE,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4
ENCSR950NAZ,GRCh38,ENCFF684OH,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR950NAZ,GRCh38,ENCFF259DXZ,bed narrowPeak,IDR thresholded peaks,4,ENCODE4
ENCSR950NAZ,GRCh38,ENCFF611PI,bed narrowPeak,optimal IDR thresholded peaks,"3, 4",ENCODE3
ENCSR127IHN,GRCh38,ENCFF024LQZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR127IHN,GRCh38,ENCFF855UV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR127IHN,GRCh38,ENCFF327CYE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR410FEH,GRCh38,ENCFF946LHJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR410FEH,GRCh38,ENCFF036IHZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR410FEH,GRCh38,ENCFF866LUT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR913JBH,GRCh38,ENCFF669RAT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR913JBH,GRCh38,ENCFF050LFU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR913JBH,GRCh38,ENCFF732XYB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR913JBH,GRCh38,ENCFF294QSH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR913JBH,GRCh38,ENCFF960SRU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR913JBH,GRCh38,ENCFF900AOL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR490LWA,GRCh38,ENCFF456USL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR490LWA,GRCh38,ENCFF477SAC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR490LWA,GRCh38,ENCFF404GYL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR490LWA,GRCh38,ENCFF797MRW,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR859RAO,GRCh38,ENCFF437JVZ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR859RAO,GRCh38,ENCFF430PDB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR859RAO,GRCh38,ENCFF307DJI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR859RAO,GRCh38,ENCFF156COI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR898IDK,GRCh38,ENCFF063VR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR898IDK,GRCh38,ENCFF775PJJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR898IDK,GRCh38,ENCFF095NQW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR796ITY,GRCh38,ENCFF169MAE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR796ITY,GRCh38,ENCFF126K,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR796ITY,GRCh38,ENCFF992AOA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR796ITY,GRCh38,ENCFF092TVM,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR056VMR,GRCh38,ENCFF567CPM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR056VMR,GRCh38,ENCFF858KYB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR056VMR,GRCh38,ENCFF962ODK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR036QIR,GRCh38,ENCFF710UAZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR036QIR,GRCh38,ENCFF948KXR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR036QIR,GRCh38,ENCFF436SBH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR163RYW,GRCh38,ENCFF824YMX,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR163RYW,GRCh38,ENCFF747ZU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR163RYW,GRCh38,ENCFF524LJH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR163RYW,GRCh38,ENCFF769QVQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR717QSS,GRCh38,ENCFF399Y,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR717QSS,GRCh38,ENCFF297QRW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR717QSS,GRCh38,ENCFF206YRV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR233FJO,GRCh38,ENCFF413OMR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR233FJO,GRCh38,ENCFF077LLV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR233FJO,GRCh38,ENCFF704XCH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR830FJY,GRCh38,ENCFF338YFQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR830FJY,GRCh38,ENCFF179MAH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR830FJY,GRCh38,ENCFF902ULP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR882YYL,GRCh38,ENCFF189PKJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR882YYL,GRCh38,ENCFF011OJY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR882YYL,GRCh38,ENCFF168LFA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR164RIC,GRCh38,ENCFF295XCB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR164RIC,GRCh38,ENCFF291KXC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR164RIC,GRCh38,ENCFF023UOB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR764CZW,GRCh38,ENCFF131ALE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR764CZW,GRCh38,ENCFF141VTN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR764CZW,GRCh38,ENCFF316BRB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR764CZW,GRCh38,ENCFF200SLC,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR764ZBK,GRCh38,ENCFF062UNZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR764ZBK,GRCh38,ENCFF028ZGG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR764ZBK,GRCh38,ENCFF835OHU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR149ZBI,GRCh38,ENCFF005MBI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR149ZBI,GRCh38,ENCFF333XVB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR149ZBI,GRCh38,ENCFF305BXM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR849DFF,GRCh38,ENCFF700GPU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR849DFF,GRCh38,ENCFF223YZG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR849DFF,GRCh38,ENCFF895DXQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR849DFF,GRCh38,ENCFF709YW,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR426URK,GRCh38,ENCFF195YGC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR426URK,GRCh38,ENCFF935PNX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR426URK,GRCh38,ENCFF038BLU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR426URK,GRCh38,ENCFF489SKQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR999JKC,GRCh38,ENCFF753OCA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR999JKC,GRCh38,ENCFF021TAS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR999JKC,GRCh38,ENCFF632XBF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR019NPF,GRCh38,ENCFF347UBA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR019NPF,GRCh38,ENCFF869NPQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR019NPF,GRCh38,ENCFF748TQX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR019NPF,GRCh38,ENCFF185BH,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR718SDE,GRCh38,ENCFF752VQB,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4
ENCSR718SDE,GRCh38,ENCFF275QOA,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR718SDE,GRCh38,ENCFF955PYZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR718SDE,GRCh38,ENCFF599CBB,bed narrowPeak,optimal IDR thresholded peaks,"2, 3",ENCODE3
ENCSR237VLT,GRCh38,ENCFF624PTB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR237VLT,GRCh38,ENCFF049RQZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR237VLT,GRCh38,ENCFF397UWF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR237VLT,GRCh38,ENCFF088LZZ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR947PJZ,GRCh38,ENCFF449JMB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR947PJZ,GRCh38,ENCFF093YVG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR947PJZ,GRCh38,ENCFF679PVB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR242BGR,GRCh38,ENCFF554RDX,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR242BGR,GRCh38,ENCFF742RAU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR242BGR,GRCh38,ENCFF809WHM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR242BGR,GRCh38,ENCFF821YBS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR586BRJ,GRCh38,ENCFF192QEG,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR586BRJ,GRCh38,ENCFF139XGF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR586BRJ,GRCh38,ENCFF212IKV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR586BRJ,GRCh38,ENCFF525EYU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR283MWQ,GRCh38,ENCFF113OWH,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR283MWQ,GRCh38,ENCFF667WTL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR283MWQ,GRCh38,ENCFF299ANK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR283MWQ,GRCh38,ENCFF590QMG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR728MWW,GRCh38,ENCFF187CEY,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR728MWW,GRCh38,ENCFF359GIY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR728MWW,GRCh38,ENCFF813ZZG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR728MWW,GRCh38,ENCFF658XJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR190GIW,GRCh38,ENCFF507JZI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR190GIW,GRCh38,ENCFF252SIK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR190GIW,GRCh38,ENCFF443LMA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR096LSN,GRCh38,ENCFF975JSZ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR096LSN,GRCh38,ENCFF816BMJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR096LSN,GRCh38,ENCFF738PGG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR096LSN,GRCh38,ENCFF678VGC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR792MZV,GRCh38,ENCFF351COM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR792MZV,GRCh38,ENCFF771MSI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR792MZV,GRCh38,ENCFF638ZBV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR792MZV,GRCh38,ENCFF158PPW,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR644WQN,GRCh38,ENCFF340TNC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR644WQN,GRCh38,ENCFF544JX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR644WQN,GRCh38,ENCFF267ZAZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR663WAR,GRCh38,ENCFF649VNE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR663WAR,GRCh38,ENCFF630NGZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR663WAR,GRCh38,ENCFF944WWY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR663WAR,GRCh38,ENCFF779CWH,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR897LDT,GRCh38,ENCFF409YKQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR897LDT,GRCh38,ENCFF231WOF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR897LDT,GRCh38,ENCFF303DNS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR975SSR,GRCh38,ENCFF133TSU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR975SSR,GRCh38,ENCFF262LEY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR975SSR,GRCh38,ENCFF631VCX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR279KDC,GRCh38,ENCFF619TV,bed narrowPeak,IDR thresholded peaks,"2, 3",ENCODE4
ENCSR279KDC,GRCh38,ENCFF057HZK,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR279KDC,GRCh38,ENCFF692OBX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR279KDC,GRCh38,ENCFF153JJQ,bed narrowPeak,optimal IDR thresholded peaks,"2, 3",ENCODE3
ENCSR775YXE,GRCh38,ENCFF180WMP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR775YXE,GRCh38,ENCFF006GQJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR775YXE,GRCh38,ENCFF550DGU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR988LZG,GRCh38,ENCFF492BXK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR988LZG,GRCh38,ENCFF581UMI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR988LZG,GRCh38,ENCFF904XR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR988LZG,GRCh38,ENCFF694MPE,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR780OXL,GRCh38,ENCFF004QJZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR780OXL,GRCh38,ENCFF198UWQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR780OXL,GRCh38,ENCFF625CAJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR004PLU,GRCh38,ENCFF511BOQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR004PLU,GRCh38,ENCFF890FAV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR004PLU,GRCh38,ENCFF735MVQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR004PLU,GRCh38,ENCFF220MH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR886VSY,GRCh38,ENCFF772BAU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR886VSY,GRCh38,ENCFF224EFM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR886VSY,GRCh38,ENCFF407JPW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR691TXI,GRCh38,ENCFF339XZT,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR691TXI,GRCh38,ENCFF261PR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR691TXI,GRCh38,ENCFF522JOP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR691TXI,GRCh38,ENCFF540LWX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR211GNP,GRCh38,ENCFF815ZYA,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR211GNP,GRCh38,ENCFF952OOU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR211GNP,GRCh38,ENCFF564UXF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR211GNP,GRCh38,ENCFF179BYZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR676ZEF,GRCh38,ENCFF772OQU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR676ZEF,GRCh38,ENCFF437YMN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR676ZEF,GRCh38,ENCFF623WMH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR676ZEF,GRCh38,ENCFF397VKI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR730TBC,GRCh38,ENCFF135JMT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR730TBC,GRCh38,ENCFF568FPI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR730TBC,GRCh38,ENCFF062VN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR730TBC,GRCh38,ENCFF482JSR,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR018MSO,GRCh38,ENCFF283UWH,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4
ENCSR018MSO,GRCh38,ENCFF152IXS,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR018MSO,GRCh38,ENCFF042PNE,bed narrowPeak,IDR thresholded peaks,4,ENCODE4
ENCSR271RRH,GRCh38,ENCFF927NLA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR271RRH,GRCh38,ENCFF230RUK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR271RRH,GRCh38,ENCFF113OSJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR325VYA,GRCh38,ENCFF130ZHU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR325VYA,GRCh38,ENCFF009CPQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
