project,genome,file_accession,type,output_type,replicates,pipe
ENCSR887VJM,GRCh38,ENCFF366NAZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR250LJG,GRCh38,ENCFF659FLZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR250LJG,GRCh38,ENCFF698BFQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR250LJG,GRCh38,ENCFF352RDA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BTM,GRCh38,ENCFF104FEX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BTM,GRCh38,ENCFF512ILI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BTM,GRCh38,ENCFF097BCT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR163IUV,GRCh38,ENCFF704UVS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR163IUV,GRCh38,ENCFF133NG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR163IUV,GRCh38,ENCFF664WG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGX,GRCh38,ENCFF742ZHT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BGX,GRCh38,ENCFF228RSI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGX,GRCh38,ENCFF919NGU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BTJ,GRCh38,ENCFF713RHL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BTJ,GRCh38,ENCFF770REJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BTJ,GRCh38,ENCFF608XFL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECW,GRCh38,ENCFF405S,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECW,GRCh38,ENCFF211GTU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECW,GRCh38,ENCFF897WVE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DYI,GRCh38,ENCFF064WDQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DYI,GRCh38,ENCFF614GOC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DYI,GRCh38,ENCFF297UUZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DYI,GRCh38,ENCFF047UIF,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR077TKJ,GRCh38,ENCFF122WZP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR077TKJ,GRCh38,ENCFF175WSH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR077TKJ,GRCh38,ENCFF256KVA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DJX,GRCh38,ENCFF273KIA,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000DJX,GRCh38,ENCFF054AZX,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000DJX,GRCh38,ENCFF884YAM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DJX,GRCh38,ENCFF702EAV,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000DJX,GRCh38,ENCFF559WOL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DJX,GRCh38,ENCFF190FYA,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR000EEL,GRCh38,ENCFF198GZQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EEL,GRCh38,ENCFF500OT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EEL,GRCh38,ENCFF805RZX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EEL,GRCh38,ENCFF534GKQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR557RVF,GRCh38,ENCFF947YDE,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR557RVF,GRCh38,ENCFF711BCM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR557RVF,GRCh38,ENCFF111ICL,bed narrowPeak,IDR thresholded peaks,"1, 3",ENCODE4
ENCSR557RVF,GRCh38,ENCFF495BPY,bed narrowPeak,optimal IDR thresholded peaks,"1, 3",ENCODE3
ENCSR000AKO,GRCh38,ENCFF519CXF,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000AKO,GRCh38,ENCFF933UDR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000AKO,GRCh38,ENCFF362OPG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000AKO,GRCh38,ENCFF406IQL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EGJ,GRCh38,ENCFF608CXN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EGJ,GRCh38,ENCFF700RHN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGJ,GRCh38,ENCFF606IBP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EGJ,GRCh38,ENCFF492XUU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BPJ,GRCh38,ENCFF119XFJ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BPJ,GRCh38,ENCFF582SNT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BPJ,GRCh38,ENCFF374VTS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BPJ,GRCh38,ENCFF770ZIZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR407BEZ,GRCh38,ENCFF006LDU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR407BEZ,GRCh38,ENCFF814V,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR407BEZ,GRCh38,ENCFF885ZAN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR407BEZ,GRCh38,ENCFF964KDQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DWH,GRCh38,ENCFF867BUQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DWH,GRCh38,ENCFF948CY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DWH,GRCh38,ENCFF128ARJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DWH,GRCh38,ENCFF613LWE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EWL,GRCh38,ENCFF064CWA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EWL,GRCh38,ENCFF947BZP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EWL,GRCh38,ENCFF394DAN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EWL,GRCh38,ENCFF225TLP,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BKP,GRCh38,ENCFF443FKS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKP,GRCh38,ENCFF031ZUB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKP,GRCh38,ENCFF985JZR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKP,GRCh38,ENCFF646IUA,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EWM,GRCh38,ENCFF509ZLE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EWM,GRCh38,ENCFF785TZI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EWM,GRCh38,ENCFF758AOJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EWM,GRCh38,ENCFF576YJ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR576AMK,GRCh38,ENCFF893YKY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR576AMK,GRCh38,ENCFF070UZR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR576AMK,GRCh38,ENCFF683BKX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR513WUJ,GRCh38,ENCFF847XQW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR513WUJ,GRCh38,ENCFF688SYZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR513WUJ,GRCh38,ENCFF932NCS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGR,GRCh38,ENCFF402DQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BGR,GRCh38,ENCFF517WAJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGR,GRCh38,ENCFF624NHH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BGR,GRCh38,ENCFF926LHG,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR507BRS,GRCh38,ENCFF950HXZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR507BRS,GRCh38,ENCFF138RPU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR507BRS,GRCh38,ENCFF678PEN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR720ODW,GRCh38,ENCFF014RJF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR720ODW,GRCh38,ENCFF625OBA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR720ODW,GRCh38,ENCFF007EBJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR914HPP,GRCh38,ENCFF624TVT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR914HPP,GRCh38,ENCFF459MVJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR914HPP,GRCh38,ENCFF174SPU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR352RXE,GRCh38,ENCFF934PLP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR352RXE,GRCh38,ENCFF780AAQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR352RXE,GRCh38,ENCFF139IRY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR454GVT,GRCh38,ENCFF847UIM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR454GVT,GRCh38,ENCFF630WNS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR454GVT,GRCh38,ENCFF461ZYT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR087NSZ,GRCh38,ENCFF482QHM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR087NSZ,GRCh38,ENCFF334CCG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR087NSZ,GRCh38,ENCFF899XUL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR204ZIN,GRCh38,ENCFF114SGL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR204ZIN,GRCh38,ENCFF243TPS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR204ZIN,GRCh38,ENCFF666TAP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BRP,GRCh38,ENCFF841GDS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BRP,GRCh38,ENCFF173AZK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BRP,GRCh38,ENCFF585QU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR592ZQB,GRCh38,ENCFF168YVH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR592ZQB,GRCh38,ENCFF569DBX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR592ZQB,GRCh38,ENCFF357LHZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR031WWM,GRCh38,ENCFF288BSV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR031WWM,GRCh38,ENCFF149VAR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR031WWM,GRCh38,ENCFF396NBL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR229KXQ,GRCh38,ENCFF094FBP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR229KXQ,GRCh38,ENCFF145TKQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR229KXQ,GRCh38,ENCFF339BQW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR478SKI,GRCh38,ENCFF670KBU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR478SKI,GRCh38,ENCFF978VBU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR478SKI,GRCh38,ENCFF018QCQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR381IES,GRCh38,ENCFF837ISW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR381IES,GRCh38,ENCFF464HPE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR381IES,GRCh38,ENCFF779XWL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR965SHB,GRCh38,ENCFF519GKM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR965SHB,GRCh38,ENCFF905VLK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR965SHB,GRCh38,ENCFF148EKP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR547WSB,GRCh38,ENCFF752MWG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR547WSB,GRCh38,ENCFF919ZUT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR547WSB,GRCh38,ENCFF370IPP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DUG,GRCh38,ENCFF119PKI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DUG,GRCh38,ENCFF502NOT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DUG,GRCh38,ENCFF781SVT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR156JWW,GRCh38,ENCFF209UEC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR156JWW,GRCh38,ENCFF911LCL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR156JWW,GRCh38,ENCFF785UAA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EZD,GRCh38,ENCFF515BTV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EZD,GRCh38,ENCFF847AGH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EZD,GRCh38,ENCFF855VXM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR864WKA,GRCh38,ENCFF685UPN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR864WKA,GRCh38,ENCFF198RCU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR864WKA,GRCh38,ENCFF980VGF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR498JCG,GRCh38,ENCFF518EGY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR498JCG,GRCh38,ENCFF445ZPU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR498JCG,GRCh38,ENCFF926YJX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR115LFG,GRCh38,ENCFF809NBM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR115LFG,GRCh38,ENCFF083UGM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR115LFG,GRCh38,ENCFF684HZS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR800ASH,GRCh38,ENCFF211UXR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR800ASH,GRCh38,ENCFF061FQH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR800ASH,GRCh38,ENCFF037ACY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR803PAI,GRCh38,ENCFF885VK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR803PAI,GRCh38,ENCFF535BIN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR803PAI,GRCh38,ENCFF950ICB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR034IND,GRCh38,ENCFF641XDM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR034IND,GRCh38,ENCFF455NTC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR034IND,GRCh38,ENCFF823ULX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR092DCD,GRCh38,ENCFF003OA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR092DCD,GRCh38,ENCFF140QTC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR092DCD,GRCh38,ENCFF071PQM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR827ZGB,GRCh38,ENCFF858UQK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR827ZGB,GRCh38,ENCFF047FJP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR827ZGB,GRCh38,ENCFF904DJJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR548FLW,GRCh38,ENCFF079MYL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR548FLW,GRCh38,ENCFF679TUK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR548FLW,GRCh38,ENCFF957MTJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR775NLJ,GRCh38,ENCFF645IVF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR775NLJ,GRCh38,ENCFF913AUK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR775NLJ,GRCh38,ENCFF873BXT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR995CFS,GRCh38,ENCFF876JKA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR995CFS,GRCh38,ENCFF698NTM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR995CFS,GRCh38,ENCFF338LFU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJX,GRCh38,ENCFF806TIM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BJX,GRCh38,ENCFF532UQX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJX,GRCh38,ENCFF577BBA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJX,GRCh38,ENCFF175VXL,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR676KDJ,GRCh38,ENCFF528IDR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR676KDJ,GRCh38,ENCFF195MIW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR676KDJ,GRCh38,ENCFF556EWA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR307YJU,GRCh38,ENCFF603EAX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR307YJU,GRCh38,ENCFF334WZV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR307YJU,GRCh38,ENCFF313FXP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDO,GRCh38,ENCFF250DNU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDO,GRCh38,ENCFF337RSN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDO,GRCh38,ENCFF334XG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDO,GRCh38,ENCFF195BKI,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EDU,GRCh38,ENCFF599KZZ,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000EDU,GRCh38,ENCFF680VTX,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR000EDU,GRCh38,ENCFF084DNU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDU,GRCh38,ENCFF500VJY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDU,GRCh38,ENCFF142RBZ,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000EDU,GRCh38,ENCFF599XBQ,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000EBS,GRCh38,ENCFF712RIS,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EBS,GRCh38,ENCFF710YJK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EBS,GRCh38,ENCFF388ORT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EBS,GRCh38,ENCFF154CEK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR066EWR,GRCh38,ENCFF743CDY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR066EWR,GRCh38,ENCFF823WER,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR066EWR,GRCh38,ENCFF073QXI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZA,GRCh38,ENCFF467VSF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZA,GRCh38,ENCFF547ETZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZA,GRCh38,ENCFF372CNC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZA,GRCh38,ENCFF348STZ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EVB,GRCh38,ENCFF226QHL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EVB,GRCh38,ENCFF631EEK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EVB,GRCh38,ENCFF734IEV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDS,GRCh38,ENCFF044NSI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDS,GRCh38,ENCFF113PBV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDS,GRCh38,ENCFF643SZP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDS,GRCh38,ENCFF140PU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EDQ,GRCh38,ENCFF022KB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDQ,GRCh38,ENCFF909QUG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDQ,GRCh38,ENCFF145TIY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDQ,GRCh38,ENCFF987VKU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR998AJK,GRCh38,ENCFF610XNG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR998AJK,GRCh38,ENCFF504TVJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR998AJK,GRCh38,ENCFF415EUG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR998AJK,GRCh38,ENCFF782YFS,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EDT,GRCh38,ENCFF776PGI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDT,GRCh38,ENCFF719WNV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDT,GRCh38,ENCFF265ANI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDT,GRCh38,ENCFF863ATX,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DZW,GRCh38,ENCFF601WHE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZW,GRCh38,ENCFF684YEX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZW,GRCh38,ENCFF863XXN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZW,GRCh38,ENCFF259LNG,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000ECU,GRCh38,ENCFF420AQP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECU,GRCh38,ENCFF426DOB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECU,GRCh38,ENCFF166KZZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGU,GRCh38,ENCFF895MHN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BGU,GRCh38,ENCFF861EKX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGU,GRCh38,ENCFF162EUL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BGU,GRCh38,ENCFF864NSW,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000AKB,GRCh38,ENCFF356LIU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000AKB,GRCh38,ENCFF797SDL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000AKB,GRCh38,ENCFF719URH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000AKB,GRCh38,ENCFF454PQP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000AMA,GRCh38,ENCFF612ZUY,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000AMA,GRCh38,ENCFF205OKL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000AMA,GRCh38,ENCFF636YAE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000AMA,GRCh38,ENCFF693YQS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR427WZJ,GRCh38,ENCFF596HNP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR427WZJ,GRCh38,ENCFF838PHH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR427WZJ,GRCh38,ENCFF885VG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BSJ,GRCh38,ENCFF460LNS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BSJ,GRCh38,ENCFF103XUS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BSJ,GRCh38,ENCFF505IBU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
